Open,High,Low,Close,Volume
98317.12,98516.0,97841.57,97987.57,1445.05716
97987.56,98377.26,97840.0,98081.6,1287.82116
98081.61,98779.62,98039.55,98617.46,1767.59711
98617.46,99299.99,98422.33,98836.5,3031.999473
98836.49,99100.0,98666.67,98797.21,1252.78507
98797.21,98988.0,98517.21,98790.97,1249.93318
98790.97,99030.31,98624.41,98999.99,1140.73557
99000.0,99419.99,98875.82,99173.7,2989.41178
99173.7,99267.19,98750.0,98815.79,1967.24513
98815.79,98847.79,98358.0,98702.0,1915.68673
98702.01,98768.0,98256.41,98400.0,1328.09623
98400.0,98937.0,98219.84,98870.38,1079.71994
98870.39,98949.0,98492.0,98621.04,999.27938
98621.05,98628.87,97344.9,97763.54,3839.86087
97763.54,98147.41,97122.11,97296.0,3335.17223
97296.0,98770.0,97155.68,98664.0,3089.62303
98663.99,99010.0,98220.0,98865.3,2350.90254
98865.3,99275.0,98753.66,98801.87,1981.76744
98801.87,99174.0,98677.37,99108.87,1760.48396
99108.87,99588.01,98838.01,99079.74,3447.90227
99079.74,99449.0,98924.01,99163.99,1805.05499
99164.0,99307.27,98711.37,99272.72,1123.81247
99272.72,99369.99,98535.0,98627.35,1189.07747
98627.36,98904.0,98576.85,98892.0,810.28406
98892.0,98908.85,98550.02,98634.89,1023.70905
98634.88,98655.72,98313.48,98590.0,1346.17227
98590.0,98604.01,98300.0,98483.54,966.83006
98483.53,98800.0,98404.02,98666.67,581.60262
98666.66,98695.95,98284.61,98576.14,1249.36095
98576.14,98769.24,98399.83,98755.15,603.03176
98755.15,98800.0,98583.72,98709.9,567.51996
98709.9,98720.0,98408.57,98560.85,940.46801
98560.84,98623.76,98369.0,98451.98,1196.12543
98451.98,98539.69,98359.17,98449.07,740.0143
98449.06,98564.11,98300.0,98408.55,751.11494
98408.55,98523.1,98374.25,98429.99,489.49638
98430.0,98619.99,98415.0,98598.75,798.2363
98598.74,98847.68,98532.08,98532.08,837.41697
98532.09,98783.85,98465.04,98744.37,1154.22024
